,X-Dist,Y-Dist,Speed,Direction,RotSpeed,Collision_Y,Collision_N
1952,0.775853,0.342508,0.398958,-0.457558,-0.666014,0,1
1953,0.551684,0.264103,0.211308,-0.262799,0.517425,0,1
1954,-0.805462,0.232095,0.936241,0.078268,0.96744,0,1
1955,0.187691,0.969483,0.894719,-0.687428,-0.238477,0,1
1956,-0.999768,0.963777,0.045631,0.855773,0.419804,0,1
1957,0.646904,0.339798,0.680652,0.473964,0.171138,1,0
1958,-0.449889,0.947312,0.377081,-0.393709,0.571935,0,1
1959,0.675092,0.451111,0.363719,0.870924,0.642067,0,1
1960,-0.390928,0.279735,0.77637,-0.902922,0.600315,0,1
1961,0.071332,0.290045,0.423222,-0.903814,-0.6088,1,0
1962,-0.204197,0.761763,0.736544,0.154824,-0.656464,1,0
1963,0.026176,0.133161,0.531574,-0.765849,0.4032,1,0
1964,-0.661167,0.683647,0.741278,-0.59836,-0.19186,0,1
1965,0.898572,0.069604,0.847857,-0.434379,-0.837678,0,1
1966,-0.006176,0.338344,0.164166,0.441211,-0.150671,1,0
1967,0.855036,0.720329,0.393889,-0.746221,-0.543367,0,1
1968,-0.011722,0.071931,0.396576,-0.495209,-0.046002,1,0
1969,0.391549,0.452447,0.534375,0.569105,0.056089,0,1
1970,-0.052576,0.075266,0.768707,-0.033064,-0.289505,1,0
1971,-0.113443,0.031978,0.857718,-0.209392,0.421744,1,0
1972,0.840385,0.026648,0.717294,0.355007,0.295993,0,1
1973,0.004682,0.433652,0.073254,-0.554322,-0.853295,1,0
1974,0.061022,0.018889,0.181652,-0.418687,-0.768728,1,0
1975,0.682387,0.883339,0.347087,-0.742155,0.964352,0,1
1976,-0.690643,0.593669,0.740556,-0.012069,0.131505,0,1
1977,0.052489,0.678843,0.6007,-0.422941,0.455688,1,0
1978,0.017715,0.775188,0.180277,-0.841023,-0.351851,1,0
1979,-0.103823,0.758946,0.665067,-0.588487,-0.056053,0,1
1980,-0.318609,0.307101,0.54118,-0.679997,0.446016,0,1
1981,-0.302592,0.430369,0.297992,-0.324334,-0.609806,0,1
1982,-0.91637,0.581484,0.839552,0.350514,0.550328,0,1
1983,-0.437431,0.479866,0.061767,0.814224,0.830619,0,1
1984,0.700331,0.997772,0.974709,0.924705,0.189755,1,0
1985,0.19498,0.934874,0.786095,0.881043,0.607883,1,0
1986,0.113441,0.786428,0.346093,-0.20117,-0.29388,1,0
1987,0.522302,0.121787,0.815324,0.691133,-0.114204,0,1
1988,-0.986476,0.098938,0.06745,0.762797,0.912537,0,1
1989,-0.000672,0.104125,0.602724,-0.53085,0.331371,1,0
1990,-0.035708,0.036962,0.478104,-0.833224,0.440051,1,0
1991,0.142193,0.67534,0.597552,0.982585,0.021689,0,1
1992,-0.107671,0.834099,0.701271,-0.958652,-0.105213,0,1
1993,-0.736814,0.644194,0.347085,-0.96059,-0.036964,0,1
1994,-0.280084,0.47426,0.824074,-0.301906,-0.88619,0,1
1995,-0.728149,0.211074,0.293497,0.576366,0.536387,0,1
1996,0.499896,0.687735,0.071206,0.443624,0.826328,0,1
1997,0.15521,0.576791,0.8253,-0.006234,0.411563,1,0
1998,0.092995,0.474551,0.838027,-0.702102,0.031107,1,0
1999,0.26302,0.277767,0.576459,-0.838576,-0.329111,1,0
2000,0.289021,0.860812,0.655446,-0.796407,-0.020183,0,1
2001,-0.038254,0.726808,0.006592,-0.479318,-0.969636,1,0
2002,0.701758,0.945021,0.904459,-0.820494,-0.784544,0,1
2003,-0.101752,0.768976,0.47755,-0.438853,0.404585,1,0
2004,0.656544,0.833261,0.323853,0.243862,-0.280925,0,1
2005,0.001067,0.891478,0.36147,0.017047,0.427459,1,0
2006,0.116526,0.557518,0.521824,-0.345185,-0.984137,1,0
2007,-0.510623,0.040787,0.496788,0.020999,0.392162,0,1
2008,0.043725,0.102376,0.674271,-0.268328,0.910665,1,0
2009,0.473691,0.278143,0.385935,-0.486476,0.886137,0,1
2010,-0.110442,0.398252,0.418592,0.56497,-0.801232,1,0
2011,0.921572,0.548274,0.97483,0.352314,-0.30377,0,1
2012,0.121617,0.934834,0.064428,0.380968,0.317384,1,0
2013,0.143784,0.387661,0.344548,-0.320019,-0.604859,1,0
2014,0.080174,0.463057,0.483177,0.167622,0.379781,0,1
2015,-0.198745,0.106517,0.841491,0.322296,-0.138015,0,1
2016,-0.366654,0.012895,0.388669,0.128856,-0.429343,0,1
2017,-0.276676,0.197203,0.685634,-0.14852,0.48359,1,0
2018,-0.075568,0.568314,0.651322,0.631733,0.827032,1,0
2019,0.454393,0.441081,0.850882,-0.275853,0.446143,0,1
2020,0.940608,0.469108,0.259891,-0.365182,0.174146,0,1
2021,0.170662,0.300799,0.558064,0.886116,0.751238,1,0
2022,0.07379,0.015463,0.420092,-0.501782,-0.300783,1,0
2023,-0.559992,0.066927,0.220812,-0.096343,0.002023,0,1
2024,-0.249812,0.771017,0.33216,0.408876,-0.413268,0,1
2025,-0.045766,0.791487,0.089526,-0.208212,0.672,1,0
2026,-0.204548,0.397105,0.66394,-0.922416,0.414603,0,1
2027,0.763499,0.900463,0.13445,0.294662,0.098263,0,1
2028,-0.63362,0.960483,0.905325,-0.28545,0.779215,0,1
2029,0.052943,0.55468,0.162748,0.441014,-0.654921,1,0
2030,-0.016079,0.561898,0.102006,-0.753373,0.985871,1,0
2031,0.386342,0.075516,0.198197,-0.965617,-0.557004,0,1
2032,-0.795177,0.417047,0.429926,0.334088,-0.336481,0,1
2033,-0.161248,0.243631,0.974341,-0.147036,-0.561037,1,0
2034,-0.007586,0.674547,0.421247,-0.793235,0.733589,1,0
2035,0.249944,0.110733,0.858424,-0.995289,-0.422373,1,0
2036,-0.810111,0.192573,0.464904,-0.670968,-0.407794,0,1
2037,-0.425298,0.871184,0.836662,0.470766,-0.613239,1,0
2038,-0.373042,0.404542,0.004649,0.325286,0.703779,0,1
2039,-0.032244,0.943754,0.437936,-0.900981,0.423224,1,0
2040,0.069209,0.206147,0.240884,-0.518423,0.445344,1,0
2041,-0.138301,0.801482,0.558291,-0.335826,-0.717811,0,1
2042,-0.87093,0.101095,0.885554,0.85884,0.932183,0,1
2043,0.346491,0.253151,0.948595,-0.287795,0.538996,0,1
2044,0.089268,0.98789,0.096485,0.889912,0.137794,1,0
2045,-0.040315,0.510976,0.28637,-0.257704,0.686954,1,0
2046,0.881418,0.502705,0.575795,0.480483,0.144614,1,0
2047,0.051529,0.292304,0.028333,-0.774807,0.593611,1,0
2048,-0.282098,0.067724,0.171524,0.034256,0.307988,0,1
